pin14,street_number,dir,street_name,type,sq_ft,ward,community_area,zoning_classification,tif_district
20174140140000,6033,S,PEORIA,ST,2976,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20174140150000,6035,S,PEORIA,ST,3100,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20174210220000,6100,S,PEORIA,ST,6253,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20201050020000,1321,W,63RD,ST,3124,16,WEST ENGLEWOOD,C1-2,Englewood Neighborhood
20201050010000,1323,W,63RD,ST,3124,16,WEST ENGLEWOOD,C1-2,Englewood Neighborhood
20174210440000,6122,S,PEORIA,ST,1863,16,ENGLEWOOD,PD 74,Englewood Neighborhood
20174210430000,6122,S,PEORIA,ST,1299,16,ENGLEWOOD,PD 74,Englewood Neighborhood
20174210300000,6124,S,PEORIA,ST,2894,16,ENGLEWOOD,PD1177/C1-2,Englewood Neighborhood
20201040040000,1333,W,63RD,ST,3123,16,WEST ENGLEWOOD,PD 911,Englewood Neighborhood
20174290250000,6212,S,PEORIA,DR,3149,16,ENGLEWOOD,C1-2,Englewood Neighborhood
20174290230000,6212,S,PEORIA,ST,3146,16,ENGLEWOOD,C1-2,Englewood Neighborhood
20174290240000,6214,S,PEORIA,DR,3148,16,ENGLEWOOD,C1-2,Englewood Neighborhood
20163070160000,715,W,60TH,ST,3047,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20202050310000,6358,S,PEORIA,ST,7029,16,ENGLEWOOD,RT-4,Englewood Neighborhood
20202050300000,6358,S,PEORIA,ST,3150,16,ENGLEWOOD,RT-4,Englewood Neighborhood
20202140010000,6401,S,PEORIA,ST,6012,16,ENGLEWOOD,RT-4,Englewood Neighborhood
20201040030000,1337,W,63RD,ST,3124,16,WEST ENGLEWOOD,PD 911,Englewood Neighborhood
20202140060000,6417,S,PEORIA,ST,3113,16,ENGLEWOOD,RT-4,Englewood Neighborhood
20201040020000,1339,W,63RD,ST,18744,16,WEST ENGLEWOOD,PD 911,Englewood Neighborhood
20202140080000,6423,S,PEORIA,ST,6224,16,ENGLEWOOD,RT-4,Englewood Neighborhood
20201040010000,1357,W,63RD,ST,8055,16,WEST ENGLEWOOD,PD 911,Englewood Neighborhood
20202140090000,6427,S,PEORIA,ST,3113,16,ENGLEWOOD,RT-4,Englewood Neighborhood
20202220180000,6545,S,PEORIA,ST,4671,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20202300020000,6603,S,PEORIA,ST,3111,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20164000250000,312,W,59TH,PL,4574,20,ENGLEWOOD,RS-3,Englewood Neighborhood
20164020090000,327,W,59TH,,3917,20,ENGLEWOOD,RS-3,Englewood Neighborhood
20164000190000,330,W,59TH,PL,3686,20,ENGLEWOOD,RS-3,Englewood Neighborhood
20164020060000,337,W,59TH,PL,3109,20,ENGLEWOOD,RS-3,Englewood Neighborhood
20164020050000,341,W,59TH,PL,3729,20,ENGLEWOOD,RS-3,Englewood Neighborhood
20164000030000,343,W,59TH,ST,6914,20,ENGLEWOOD,RS-3,Englewood Neighborhood
20164020020000,351,W,59TH,PL,4476,20,ENGLEWOOD,RS-3,Englewood Neighborhood
20163030010000,525,W,59TH,ST,8430,20,ENGLEWOOD,M1-2,Englewood Neighborhood
20212180100000,6625,S,PERRY,AVE,7395,6,GREATER GRAND CROSSING,RS-3,Englewood Neighborhood
20212180120000,6633,S,PERRY,AVE,5459,6,GREATER GRAND CROSSING,RS-3,Englewood Neighborhood
20163030220000,555,W,59TH,ST,11745,20,ENGLEWOOD,M1-2,Englewood Neighborhood
20163020330000,611,W,59TH,ST,6094,20,ENGLEWOOD,M1-2,Englewood Neighborhood
20163020350000,617,W,59TH,ST,21588,20,ENGLEWOOD,M1-2,Englewood Neighborhood
20163010280000,641,W,59TH,ST,2461,20,ENGLEWOOD,RS-3,Englewood Neighborhood
20163000580000,701,W,59TH,ST,5450,20,ENGLEWOOD,RS-3,Englewood Neighborhood
20163070260000,718,W,59TH,PL,3166,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20163000230000,739,W,59TH,ST,5411,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20174070040000,815,W,59TH,ST,2906,16,ENGLEWOOD,C1-1,Englewood Neighborhood
20172310180000,816,W,59TH,ST,6181,16,ENGLEWOOD,C1-1,Englewood Neighborhood
20212150240000,6627,S,HARVARD,AVE,9105,6,ENGLEWOOD,RT-4,Englewood Neighborhood
20212090430000,6543,S,HARVARD,,5765,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20212090010000,6501,S,HARVARD,AVE,6659,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20212080120000,6500,S,HARVARD,AVE,2544,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20212040200000,6422,S,HARVARD,AVE,5693,20,ENGLEWOOD,RT-4,Englewood Neighborhood
20202310290000,6628,S,HALSTED,ST,3133,16,ENGLEWOOD,B3-2,Englewood Neighborhood
20202310280000,6628,S,HALSTED,ST,3132,16,ENGLEWOOD,B3-2,Englewood Neighborhood
20202310300000,6628,S,HALSTED,ST,3133,16,ENGLEWOOD,B3-2,Englewood Neighborhood
20202310310000,6628,S,HALSTED,ST,3134,16,ENGLEWOOD,B3-2,Englewood Neighborhood
20202230340000,6556,S,HALSTED,ST,2657,20,ENGLEWOOD,B3-2,Englewood Neighborhood
20202230330000,6554,S,HALSTED,ST,2948,20,ENGLEWOOD,B3-2,Englewood Neighborhood
20202230320000,6552,S,HALSTED,ST,2947,20,ENGLEWOOD,B3-2,Englewood Neighborhood
20202230310000,6550,S,HALSTED,ST,2946,20,ENGLEWOOD,B3-2,Englewood Neighborhood
20202230300000,6548,S,HALSTED,ST,2947,20,ENGLEWOOD,B3-2,Englewood Neighborhood
20202230290000,6538,S,HALSTED,ST,11783,20,ENGLEWOOD,B3-2,Englewood Neighborhood
20202230280000,6534,S,HALSTED,ST,5890,20,ENGLEWOOD,B3-2,Englewood Neighborhood
20202230270000,6528,S,HALSTED,ST,5888,20,ENGLEWOOD,B3-2,Englewood Neighborhood
20202230380000,6524,S,HALSTED,ST,2363,20,ENGLEWOOD,B3-2,Englewood Neighborhood
20202230350000,6524,S,HALSTED,ST,4726,20,ENGLEWOOD,B3-2,Englewood Neighborhood
20202230370000,6522,S,HALSTED,ST,2362,20,ENGLEWOOD,B3-2,Englewood Neighborhood
20202230360000,6520,S,HALSTED,ST,2368,20,ENGLEWOOD,B3-2,Englewood Neighborhood
20202230250000,6514,S,HALSTED,ST,2953,20,ENGLEWOOD,B3-2,Englewood Neighborhood
20202230240000,6512,S,HALSTED,ST,2954,20,ENGLEWOOD,B3-2,Englewood Neighborhood
20202230230000,6510,S,HALSTED,ST,2953,20,ENGLEWOOD,B3-2,Englewood Neighborhood
20202230220000,6508,S,HALSTED,ST,2953,20,ENGLEWOOD,B3-2,Englewood Neighborhood
20202230210000,6504,S,HALSTED,ST,2951,20,ENGLEWOOD,B3-2,Englewood Neighborhood
20202230200000,6500,S,HALSTED,ST,5704,20,ENGLEWOOD,B3-2,Englewood Neighborhood
20202150370000,6446,S,HALSTED,ST,19743,20,ENGLEWOOD,PD 74,Englewood Neighborhood
20211010440000,6345,S,HALSTED,ST,1723,20,ENGLEWOOD,PD 74,Englewood Neighborhood
20163180940000,6149,S,HALSTED,ST,976,16,ENGLEWOOD,PD 560,Englewood Neighborhood
20163180850000,6145,S,HALSTED,ST,3322,16,ENGLEWOOD,C1-2,Englewood Neighborhood
20174230340000,6142,S,HALSTED,ST,3920,16,ENGLEWOOD,C1-2,Englewood Neighborhood
20163180830000,6141,S,HALSTED,ST,6140,16,ENGLEWOOD,C1-2/B2-2,Englewood Neighborhood
20174230330000,6140,S,HALSTED,ST,3087,16,ENGLEWOOD,C1-2,Englewood Neighborhood
20174230320000,6138,S,HALSTED,ST,3087,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20163151040000,6125,S,HALSTED,ST,1102,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20174230450000,6124,S,HALSTED,ST,1395,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20163151050000,6123,S,HALSTED,ST,1109,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20174230440000,6122,S,HALSTED,ST,1396,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20163151060000,6121,S,HALSTED,ST,1142,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20174230430000,6120,S,HALSTED,ST,1400,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20163151030000,6119,S,HALSTED,ST,1418,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20174230420000,6118,S,HALSTED,ST,1453,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20163151020000,6117,S,HALSTED,ST,1573,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20174230410000,6116,S,HALSTED,ST,1095,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20174230610000,6116,S,HALSTED,ST,257,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20163150970000,6115,S,HALSTED,ST,960,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20163151010000,6115,S,HALSTED,ST,144,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20174230620000,6114,S,HALSTED,ST,1403,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20163150960000,6113,S,HALSTED,ST,972,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20163151000000,6113,S,HALSTED,ST,151,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20163150990000,6111,S,HALSTED,ST,146,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20163150950000,6111,S,HALSTED,ST,951,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20174150380000,6058,S,HALSTED,ST,5895,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20174150320000,6054,S,HALSTED,ST,2947,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20174150310000,6050,S,HALSTED,ST,2947,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20174150300000,6048,S,HALSTED,ST,2947,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20163080020000,6033,S,HALSTED,ST,9439,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20163080010000,6031,S,HALSTED,ST,3146,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20163070040000,6019,S,HALSTED,ST,3123,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20163070030000,6015,S,HALSTED,ST,6241,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20163070020000,6011,S,HALSTED,ST,3710,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20163070010000,6001,S,HALSTED,ST,12230,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20163000210000,5965,S,HALSTED,ST,3925,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20163000200000,5961,S,HALSTED,,3460,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20174070340000,5960,S,HALSTED,ST,2622,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20174070330000,5954,S,HALSTED,ST,2926,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20163000190000,5951,S,HALSTED,,13814,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20163070350000,714,W,60TH,PL,3105,16,ENGLEWOOD,RS-3,Englewood Neighborhood
20163010620000,638,E,60TH,ST,3331,20,ENGLEWOOD,RS-3,Englewood Neighborhood
20163010050000,5911,S,UNION,AVE,9790,20,ENGLEWOOD,RS-3,Englewood Neighborhood
20163000760000,5920,S,UNION,AVE,3150,20,ENGLEWOOD,RS-3,Englewood Neighborhood
20163090090000,637,W,60TH,ST,4397,20,ENGLEWOOD,RS-3,Englewood Neighborhood
20163010640000,632,W,60TH,ST,3797,20,ENGLEWOOD,RS-3,Englewood Neighborhood
20163020250000,612,W,60TH,ST,3277,20,ENGLEWOOD,RS-3,Englewood Neighborhood
20174070320000,5950,S,HALSTED,,5852,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20163090170000,611,W,60TH,ST,4355,20,ENGLEWOOD,RS-3,Englewood Neighborhood
20163000180000,5949,S,HALSTED,ST,3126,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20174070310000,5946,S,HALSTED,,2926,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20163020290000,608,W,60TH,ST,2561,20,ENGLEWOOD,RS-3,Englewood Neighborhood
20163000170000,5945,S,HALSTED,ST,2889,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20174070300000,5944,S,HALSTED,,2949,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20163000160000,5943,S,HALSTED,ST,2799,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20174070290000,5942,S,HALSTED,ST,2949,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20163000150000,5941,S,HALSTED,ST,2804,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20163000140000,5939,S,HALSTED,ST,2799,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20174070270000,5938,S,HALSTED,ST,2949,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20174070280000,5938,S,HALSTED,ST,2949,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20163000130000,5937,S,HALSTED,ST,3036,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20163000120000,5931,S,HALSTED,,2802,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20174070260000,5926,S,HALSTED,ST,11792,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20163000110000,5925,S,HALSTED,,5599,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20163000090000,5921,S,HALSTED,,5600,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20174070250000,5920,S,HALSTED,ST,8843,16,ENGLEWOOD,B2-2,Englewood Neighborhood
20174310050000,6215,S,GREEN,ST,3027,16,ENGLEWOOD,C1-2,Englewood Mall
20174300270000,6228,S,GREEN,ST,3092,16,ENGLEWOOD,C1-2,Englewood Mall
20174300210000,6214,S,GREEN,ST,3093,16,ENGLEWOOD,C1-2,Englewood Mall
20174300260000,6226,S,GREEN,ST,3092,16,ENGLEWOOD,C1-2,Englewood Mall
20174310080000,6223,S,GREEN,ST,3026,16,ENGLEWOOD,C1-2,Englewood Mall
20174300240000,6222,S,GREEN,ST,3092,16,ENGLEWOOD,C1-2,Englewood Mall
20174310070000,6221,S,GREEN,ST,3026,16,ENGLEWOOD,C1-2,Englewood Mall
20174310040000,6213,S,GREEN,ST,3027,16,ENGLEWOOD,C1-2,Englewood Mall
20174300230000,6220,S,GREEN,,3092,16,ENGLEWOOD,C1-2,Englewood Mall
20174310060000,6219,S,GREEN,ST,3026,16,ENGLEWOOD,C1-2,Englewood Mall
20174290320000,6236,S,PEORIA,ST,3158,16,ENGLEWOOD,C1-2,Englewood Mall
20174300140000,6239,S,PEORIA,DR,11702,16,ENGLEWOOD,C1-2,Englewood Mall
20174290500000,6240,S,PEORIA,DR,1896,16,ENGLEWOOD,C1-2,Englewood Mall
20174290340000,6244,S,PEORIA,DR,3161,16,ENGLEWOOD,C1-2,Englewood Mall
20174300280000,6232,S,GREEN,ST,11314,16,ENGLEWOOD,C1-2,Englewood Mall
20174290350000,6246,S,PEORIA,DR,3162,16,ENGLEWOOD,C1-2,Englewood Mall
20174300220000,6216,S,GREEN,ST,3093,16,ENGLEWOOD,C1-2,Englewood Mall
20174300200000,6212,S,GREEN,ST,3093,16,ENGLEWOOD,C1-2,Englewood Mall
20174310030000,6211,S,GREEN,ST,4544,16,ENGLEWOOD,C1-2,Englewood Mall
20174300190000,6210,S,GREEN,ST,3093,16,ENGLEWOOD,C1-2,Englewood Mall
20174310020000,6207,S,GREEN,ST,4540,16,ENGLEWOOD,C1-2,Englewood Mall
20174300090000,6223,S,PEORIA,ST,3048,16,ENGLEWOOD,C1-2,Englewood Mall
20174290260000,6224,S,PEORIA,DR,3150,16,ENGLEWOOD,C1-2,Englewood Mall
20174300100000,6225,S,PEORIA,DR,3048,16,ENGLEWOOD,C1-2,Englewood Mall
20174300110000,6227,S,PEORIA,DR,3048,16,ENGLEWOOD,C1-2,Englewood Mall
20174290290000,6230,S,PEORIA,ST,3155,16,ENGLEWOOD,C1-2,Englewood Mall
20174300120000,6231,S,PEORIA,DR,3047,16,ENGLEWOOD,C1-2,Englewood Mall
20174290300000,6232,S,PEORIA,ST,3156,16,ENGLEWOOD,C1-2,Englewood Mall
20174290130000,6225,S,SANGAMON,ST,3114,16,ENGLEWOOD,C1-2,Englewood Mall
20174300130000,6233,S,PEORIA,DR,2925,16,ENGLEWOOD,C1-2,Englewood Mall
20174290310000,6234,S,PEORIA,ST,3157,16,ENGLEWOOD,C1-2,Englewood Mall
20174310110000,6233,S,GREEN,ST,3026,16,ENGLEWOOD,C1-2,Englewood Mall
20174310090000,6229,S,GREEN,ST,6050,16,ENGLEWOOD,C1-2,Englewood Mall
20174310280000,6246,S,HALSTED,ST,16210,16,ENGLEWOOD,C1-2,Englewood Mall
20174310270000,6240,S,HALSTED,,6992,16,ENGLEWOOD,C1-2,Englewood Mall
20174310260000,6236,S,HALSTED,ST,6292,16,ENGLEWOOD,C1-2,Englewood Mall
20174310230000,6232,S,HALSTED,ST,6188,16,ENGLEWOOD,C1-2,Englewood Mall
20174310240000,6226,S,HALSTED,ST,9285,16,ENGLEWOOD,C1-2,Englewood Mall
20163210040000,6217,S,HALSTED,ST,9924,16,ENGLEWOOD,PD560/C1-2,Englewood Mall
20163210050000,6217,S,HALSTED,ST,3583,16,ENGLEWOOD,PD 560,Englewood Mall
20174230380000,6156,S,HALSTED,,6175,16,ENGLEWOOD,C1-2,Englewood Mall
20163180070000,6155,S,HALSTED,PKWY,7265,16,ENGLEWOOD,PD 560,Englewood Mall
20174230370000,6154,S,HALSTED,,7008,16,ENGLEWOOD,C1-2,Englewood Mall
20163180950000,6153,S,HALSTED,PKWY,5334,16,ENGLEWOOD,PD 560,Englewood Mall
20174230360000,6150,S,HALSTED,ST,3088,16,ENGLEWOOD,C1-2,Englewood Mall
20174290360000,6248,S,PEORIA,DR,3163,16,ENGLEWOOD,C1-2,Englewood Mall
20174230350000,6146,S,HALSTED,ST,3114,16,ENGLEWOOD,C1-2,Englewood Mall
20174300180000,6206,S,GREEN,ST,3093,16,ENGLEWOOD,C1-2,Englewood Mall
20174310010000,6201,S,GREEN,ST,5912,16,ENGLEWOOD,C1-2,Englewood Mall
20174220380000,6148,S,GREEN,ST,22755,16,ENGLEWOOD,C1-2,Englewood Mall
20174220370000,6146,S,GREEN,ST,4321,16,ENGLEWOOD,C1-2,Englewood Mall
20174230190000,6157,S,GREEN,ST,9088,16,ENGLEWOOD,C1-2,Englewood Mall
20174230170000,6132,S,HALSTED,ST,3872,16,ENGLEWOOD,C1-2,Englewood Mall
20174310100000,6231,S,GREEN,ST,3024,16,ENGLEWOOD,C1-2,Englewood Mall
20174300330000,842,W,63RD,ST,3388,16,ENGLEWOOD,C1-2,Englewood Mall
20174300340000,844,W,63RD,,3433,16,ENGLEWOOD,C1-2,Englewood Mall
20174300320000,848,W,63RD,ST,5537,16,ENGLEWOOD,C1-2,Englewood Mall
20174300310000,852,W,63RD,ST,5585,16,ENGLEWOOD,C1-2,Englewood Mall
20174290150000,6243,S,SANGAMON,ST,3114,16,ENGLEWOOD,C1-2,Englewood Mall
20174300300000,856,W,63RD,ST,2704,16,ENGLEWOOD,C1-2,Englewood Mall
20174290460000,900,W,63RD,ST,5095,16,ENGLEWOOD,C1-2,Englewood Mall
20174290450000,906,W,63RD,ST,7564,16,ENGLEWOOD,C1-2,Englewood Mall
20174290200000,914,W,63RD,ST,9341,16,ENGLEWOOD,C1-2,Englewood Mall
20174290190000,920,W,63RD,ST,3114,16,ENGLEWOOD,C1-2,Englewood Mall
20202040090000,933,W,63RD,ST,4038,16,ENGLEWOOD,C1-2,Englewood Mall
20174310330000,814,W,63RD,ST,3504,16,ENGLEWOOD,C1-2,Englewood Mall
20202040080000,935,W,63RD,ST,3089,16,ENGLEWOOD,C1-2,Englewood Mall
20202040070000,937,W,63RD,ST,3089,16,ENGLEWOOD,C1-2,Englewood Mall
20202040060000,941,W,63RD,ST,3088,16,ENGLEWOOD,C1-2,Englewood Mall
20202040050000,945,W,63RD,ST,3089,16,ENGLEWOOD,C1-2,Englewood Mall
20202040040000,947,W,63RD,ST,3088,16,ENGLEWOOD,C1-2,Englewood Mall
20174280330000,6248,S,SANGAMON,ST,3114,16,ENGLEWOOD,C1-2,Englewood Mall
20163240340000,670,W,63RD,ST,4227,16,ENGLEWOOD,B1-5/PD 74,Englewood Mall
20174280340000,6254,S,SANGAMON,ST,6227,16,ENGLEWOOD,C1-2,Englewood Mall
20174310310000,816,W,63RD,ST,206,16,ENGLEWOOD,C1-2,Englewood Mall
20174300350000,832,W,63RD,ST,7849,16,ENGLEWOOD,C1-2,Englewood Mall
20174310150000,814,W,63RD,ST,6445,16,ENGLEWOOD,C1-2,Englewood Mall
20174290160000,6245,S,SANGAMON,ST,3114,16,ENGLEWOOD,C1-2,Englewood Mall
20174300010000,6203,S,PEORIA,ST,5949,16,ENGLEWOOD,C1-2,Englewood Mall
20174300020000,6207,S,PEORIA,ST,3048,16,ENGLEWOOD,C1-2,Englewood Mall
20174300030000,6209,S,PEORIA,ST,3048,16,ENGLEWOOD,C1-2,Englewood Mall
20174300040000,6211,S,PEORIA,ST,3048,16,ENGLEWOOD,C1-2,Englewood Mall
20174280320000,6248,S,SANGAMON,ST,3115,16,ENGLEWOOD,C1-2,Englewood Mall
20174310320000,814,W,63RD,ST,2056,16,ENGLEWOOD,C1-2,Englewood Mall
20202040030000,949,W,63RD,ST,3089,16,ENGLEWOOD,C1-2,Englewood Mall
20174300050000,6213,S,PEORIA,ST,3048,16,ENGLEWOOD,C1-2,Englewood Mall
20174310170000,814,W,63RD,ST,6011,16,ENGLEWOOD,C1-2,Englewood Mall
20174300060000,6215,S,PEORIA,ST,3048,16,ENGLEWOOD,C1-2,Englewood Mall
20174310160000,814,W,63RD,ST,3121,16,ENGLEWOOD,C1-2,Englewood Mall
20174300070000,6219,S,PEORIA,ST,3048,16,ENGLEWOOD,C1-2,Englewood Mall
20174290140000,6241,S,SANGAMON,ST,3114,16,ENGLEWOOD,C1-2,Englewood Mall
20174290170000,6259,S,SANGAMON,ST,3114,16,ENGLEWOOD,C1-2,Englewood Mall
20174230390000,6151,S,GREEN,ST,2697,16,ENGLEWOOD,C1-2,Englewood Mall
20174290120000,6233,S,SANGAMON,ST,3114,16,ENGLEWOOD,C1-2,Englewood Mall
20174290110000,6227,S,SANGAMON,ST,6227,16,ENGLEWOOD,C1-2,Englewood Mall
20174310300000,6235,S,GREEN,ST,2816,16,ENGLEWOOD,C1-2,Englewood Mall
20174300290000,6242,S,GREEN,ST,3767,16,ENGLEWOOD,C1-2,Englewood Mall
20163180450000,734,W,62ND,ST,3537,16,ENGLEWOOD,RS-3,Englewood Mall
20174300080000,6221,S,PEORIA,ST,3048,16,ENGLEWOOD,C1-2,Englewood Mall
20174290270000,6222,S,PEORIA,ST,6304,16,ENGLEWOOD,C1-2,Englewood Mall
20021190140000,829,E,42ND,PL,5212,4,OAKLAND,RM-5,Drexel Boulevard
20021190120000,825,E,42ND,PL,3027,4,OAKLAND,RM-5,Drexel Boulevard
20021190090000,817,E,42ND,PL,4103,4,OAKLAND,RM-5,Drexel Boulevard
20021190130000,827,E,42ND,PL,3024,4,OAKLAND,RM-5,Drexel Boulevard
16024080330000,1142,N,CHRISTIANA,,2555,26,HUMBOLDT PARK,RS-3,Division/Homan
16021290030000,3732,W,GRAND,AVE,3662,26,HUMBOLDT PARK,B3-1,Division/Homan
16024020200000,3536,W,THOMAS,ST,3169,27,HUMBOLDT PARK,RS-3,Division/Homan
16022280230000,3244,W,DIVISION,ST,3099,26,HUMBOLDT PARK,B3-3,Division/Homan
16022280400000,3200,W,DIVISION,,4230,26,HUMBOLDT PARK,B1-3,Division/Homan
16024020170000,3544,W,THOMAS,ST,4214,27,HUMBOLDT PARK,RS-3,Division/Homan
16024080410000,1122,N,CHRISTIANA,AVE,2550,26,HUMBOLDT PARK,RS-3,Division/Homan
16024080320000,1144,N,CHRISTIANA,AVE,2554,26,HUMBOLDT PARK,RS-3,Division/Homan
26064180130000,9367,S,SOUTH CHICAGO,AVE,5252,10,SOUTH CHICAGO,M1-2,Commercial Avenue
26061020340000,8777,S,SOUTH CHICAGO,AVE,3503,7,SOUTH CHICAGO,RS-3,Commercial Avenue
26061020330000,8767,S,SOUTH CHICAGO,AVE,5042,7,SOUTH CHICAGO,RS-3,Commercial Avenue
26071640060000,10110,S,COMMERCIAL,AVE,3008,10,SOUTH DEERING,RS-2,Commercial Avenue
26071640040000,10106,S,COMMERCIAL,AVE,1976,10,SOUTH DEERING,RS-2,Commercial Avenue
21312250330000,2812,E,83,ST,2894,7,SOUTH CHICAGO,B2-5,Commercial Avenue
21312250320000,2810,E,83,ST,2894,7,SOUTH CHICAGO,B2-5,Commercial Avenue
21311290420000,2718,E,83,ST,2888,7,SOUTH CHICAGO,B3-2,Commercial Avenue
26071640030000,10106,S,COMMERCIAL,AVE,2164,10,SOUTH DEERING,RS-2,Commercial Avenue
26071610160000,10037,S,COMMERCIAL,AVE,4125,10,SOUTH DEERING,RS-2,Commercial Avenue
26062160410000,8924,S,COMMERCIAL,AVE,3453,10,SOUTH CHICAGO,B1-2,Commercial Avenue
26062090370000,8848,S,COMMERCIAL,AV,3459,10,SOUTH CHICAGO,B3-2,Commercial Avenue
26062100120000,8833,S,COMMERCIAL,AVE,3487,10,SOUTH CHICAGO,B1-2,Commercial Avenue
26071610150000,10035,S,COMMERCIAL,AVE,4124,10,SOUTH DEERING,RS-2,Commercial Avenue
26061020350000,8783,S,SOUTH CHICAGO,AVE,5342,7,SOUTH CHICAGO,RS-3,Commercial Avenue
26064180140000,9367,S,SOUTH CHICAGO,AVE,3180,10,SOUTH CHICAGO,M1-2,Commercial Avenue
21313020600000,2501,E,83RD,ST,15761,7,SOUTH CHICAGO,B3-2,Commercial Avenue
21311300230000,2758,E,83RD,ST,2825,7,SOUTH CHICAGO,B3-2,Commercial Avenue
21312250350000,2818,E,83RD,ST,12114,7,SOUTH CHICAGO,B2-5,Commercial Avenue
21312250340000,2818,E,83RD,ST,3084,7,SOUTH CHICAGO,B2-5,Commercial Avenue
26064110440000,9246,S,BALTIMORE,,2429,10,SOUTH CHICAGO,M1-2,Commercial Avenue
26064110170000,9218,S,BALTIMORE,AVE,3528,10,SOUTH CHICAGO,M1-2,Commercial Avenue
21314120040000,8426,S,BALTIMORE,AVE,3160,10,SOUTH CHICAGO,RS-3,Commercial Avenue
21314120010000,8418,S,BALTIMORE,AVE,4666,10,SOUTH CHICAGO,RS-3,Commercial Avenue
26064040030000,9117,S,HOUSTON,AVE,3532,10,SOUTH CHICAGO,B3-2,Commercial Avenue
26064030190000,9116,S,HOUSTON,AVE,7045,10,SOUTH CHICAGO,B3-2,Commercial Avenue
26071610140000,10033,S,COMMERCIAL,AVE,4126,10,SOUTH DEERING,RS-2,Commercial Avenue
26064190290000,9359,S,BALMORAL,AVE,48678,10,SOUTH CHICAGO,M2-2/M1-2,Commercial Avenue
26071610130000,10029,S,COMMERCIAL,AVE,4124,10,SOUTH DEERING,RS-2,Commercial Avenue
26064000270000,2869,E,92ND,ST,16,7,CALUMET HEIGHTS,C2-2,Commercial Avenue
26064050140000,3104,E,92ND,ST,2874,10,SOUTH CHICAGO,C1-2,Commercial Avenue
26064050150000,3108,E,92ND,,2876,10,SOUTH CHICAGO,C1-2,Commercial Avenue
26064120040000,3109,E,92ND,ST,5398,10,SOUTH CHICAGO,C1-2,Commercial Avenue
